"Hobby","Variable","Weight"
"Singing","Role.Models",6.1
"Singing","Club.Group.Access",4.8
"Singing","Sense.of.Community",9.4
"Singing","Inclusivity.of.Community",2.5
"Singing","Social.Recognition",2.8
"Singing","Social.Media.Trends",9.2
"Singing","Celebrity.Endorsement",0.9
"Singing","Cultural.Stigma",6.1
"Singing","Networking.Opportunities",6.8
"Singing","Team.Dynamics",5.1
"Singing","Event.Frequency",7
"Singing","Friends..Judgment",1.8
"Singing","Preferred.Group.Size",8.5
"Singing","Time.with.Family",1.5
"Singing","Age.of.Peers",4.1
"Singing","Representation.in.Media",0.8
"Singing","Workplace.Culture",5.5
"Singing","School.Culture",6.7
"Singing","Hobby.Popularity.in.Area",9.4
"Singing","Encouragement.from.Others",7.4
"Singing","Gift.Culture",5.5
"Singing","Family.Hobby.Culture",9.3
"Singing","Cultural.Tradition",4.8
"Singing","Access.to.Facilities",5.7
"Singing","Home.Space.Availability",6
"Singing","Environmental.Proximity",4.2
"Singing","Climate.Suitability",8.4
"Singing","Urban.Infrastructure",1.9
"Singing","Neighborhood.Safety",5.6
"Singing","Local.Classes",7.3
"Singing","Internet.Access",9
"Singing","Free.Time",8.9
"Singing","Schedule.Flexibility",5.1
"Singing","Transportation.Access",6.5
"Singing","Noise.Constraints",4
"Singing","Light.Pollution",4.7
"Singing","Air.Quality",9.1
"Singing","Cost.of.Local.Access",9.3
"Singing","Rental.Options",9
"Singing","Supply.Store.Access",1.5
"Singing","Resource.Competition",8.5
"Singing","Supportive.Employer",9.5
"Singing","Legal.Barriers",3.7
"Singing","Public.Health.Concern",5.2
"Singing","Home.Supportiveness",7.8
"Singing","Workload",5.7
"Singing","Relocation.Frequency",9.9
"Singing","Insurance.Availability",4.6
"Singing","Physical.Risk.Level",7.2
"Singing","Weather.Conditions",7.9
"Singing","Accessibility.for.Disabilities",5
"Singing","COVID.Impact",8.6
"Singing","Commuting.Distance",5.5
"Singing","Disposable.Income",4.2
"Singing","Startup.Costs",1.2
"Singing","Ongoing.Costs",4
"Singing","Ability.to.Monetize",7.4
"Singing","Perceived.Value",9.2
"Singing","Opportunity.Cost",2.6
"Singing","Work.Hours",3.6
"Singing","Job.Demands",1.6
"Singing","Financial.Stress",6.9
"Singing","Socioeconomic.Status",9.6
"Singing","Parental.Financial.Support",6.4
"Singing","Frugality.Mindset",6.2
"Singing","Access.to.Credit",5.6
"Singing","Economic.Climate",1
"Singing","Used.Gear.Market",7.3
"Singing","Resale.Value",6.1
"Singing","Living.Cost.Burden",6.6
"Singing","Transportation.Cost",9
"Singing","Marketplace.Strength",7.9
"Singing","Recession.Sensitivity",7.8
"Singing","Equipment.Quality",9.3
"Singing","Free.Alternatives",9.9
"Singing","Scholarship.Availability",5.9
"Singing","Workplace.Perks",1.2
"Singing","Debt.Burden",4.6
"Singing","Class.Based.Identity",7.9
"Singing","Hobby.Affordability",0.4
"Singing","Hobby.Elitism",0.7
"Singing","Low.Cost.Hacks",0.8
"Singing","Hobby.Inflation.Risk",7.3
"Singing","Physical.Strength",5.1
"Singing","Flexibility",3.8
"Singing","Hand.Eye.Coordination",1.1
"Singing","Fine.Motor.Skills",7.3
"Singing","Artistic.Talent",3.3
"Singing","Musical.Ability",2.7
"Singing","Strategic.Thinking",6.6
"Singing","Logical.Reasoning",5.6
"Singing","Public.Speaking",3.7
"Singing","Writing.Skill",6.5
"Singing","Technical.Skill",2.8
"Singing","Cooking.Skill",8
"Singing","Subject.Knowledge",2.4
"Singing","Learning.Aptitude",1.7
"Singing","Memory.Retention",7.8
"Singing","Spatial.Skills",7.1
"Singing","Creative.Fluency",1.9
"Singing","Tolerance.for.Repetition",1.3
"Singing","Singing.Ability",8.4
"Singing","Rhythm.Sense",7.8
"Singing","Teamwork.Skills",3.3
"Singing","Stress.Tolerance",6.6
"Singing","Adaptability",1.3
"Singing","Hobby.Specific.Training",5.1
"Singing","Hand.Stability",0.3
"Singing","Focus.Consistency",4
"Singing","Endurance",0.8
"Singing","Gaming.Reflexes",4.8
"Singing","Problem.Solving",4.3
"Singing","Pattern.Recognition",4.5
"Singing","Current.Stress.Level",0.5
"Singing","Anxiety.Level",3.7
"Singing","Mood.Depression",7.6
"Singing","Baseline.Happiness",3.8
"Singing","Resilience.to.Failure",7.2
"Singing","Energy.Level",3.8
"Singing","Mental.Fatigue",4.3
"Singing","Focus.Ability",5.7
"Singing","Desire.for.Solitude",9.5
"Singing","Outlet.for.Emotion",1.2
"Singing","Anger.Management",0.4
"Singing","Life.Satisfaction",6.1
"Singing","Burnout.Level",9.5
"Singing","Boredom.Proneness",9.9
"Singing","Need.for.Meaning",4.9
"Singing","Gratification.Preference",4.7
"Singing","Process.Orientation",6.5
"Singing","Therapeutic.Value",5.6
"Singing","Coping.Strategy.Need",6.4
"Singing","Motivational.Burnout",8.8
"Singing","Self.Awareness",7.5
"Singing","Restlessness",5
"Singing","Confidence.in.Hobby",4.7
"Singing","Perfection.Pressure",6.4
"Singing","Peer.Comparison.Anxiety",4.6
"Singing","Fear.of.Judgment",4.6
"Singing","Emotional.Reward",0.3
"Singing","Social.Energy",1.8
"Singing","Resonance.with.Identity",4.9
"Singing","Passion.Intensity",8.2
"Singing","Trendiness",2.9
"Singing","Media.Exposure",5.3
"Singing","Nostalgia",3.5
"Singing","Early.Success",1.1
"Singing","Beginner.Resources",9.6
"Singing","Advanced.Challenges",8.6
"Singing","Hobby.Evolution",0.9
"Singing","Safety.Measures",7.2
"Singing","Competition.Outcome",3.5
"Singing","Awards",9.9
"Singing","Peer.Accountability",3.1
"Singing","Multiple.Hobbies",2.5
"Singing","External.Obligations",5.7
"Singing","Housing.Stability",8.4
"Singing","Family.Expectations",2
"Singing","Work.Life.Balance",7.1
"Singing","Routine.Integration",0.7
"Singing","Cleanup.Effort",9.2
"Singing","Focus.Intensity",0.9
"Singing","Portability",9.2
"Singing","Climate.Change.Awareness",5
"Singing","Social.Perception",4.5
"Singing","Support.System",9.7
"Singing","Lifestyle.Fit",9.9
"Singing","Technology.Enhancement",6.5
"Singing","Goal.Alignment",1.4
"Singing","Identity.Fulfillment",5.1
"Singing","Cognitive.Load",5.3
"Singing","Self.Reflection",5.2
"Singing","Skill.Reinforcement",5.7
"Singing","Extra.Variable.271",0.3
"Singing","Extra.Variable.272",7.1
"Singing","Extra.Variable.273",7.2
"Singing","Extra.Variable.274",1.2
"Singing","Extra.Variable.275",5.7
"Singing","Extra.Variable.276",5.7
"Singing","Extra.Variable.277",6.9
"Singing","Extra.Variable.278",0.9
"Singing","Extra.Variable.279",6.3
"Singing","Extra.Variable.280",2.9
"Singing","Extra.Variable.281",5.1
"Singing","Extra.Variable.282",7.8
"Singing","Extra.Variable.283",7.1
"Singing","Extra.Variable.284",1.3
"Singing","Extra.Variable.285",6
"Singing","Extra.Variable.286",9.7
"Singing","Extra.Variable.287",1.7
"Singing","Extra.Variable.288",8.5
"Singing","Extra.Variable.289",7.1
"Singing","Extra.Variable.290",7.8
"Singing","Extra.Variable.291",2.9
"Singing","Extra.Variable.292",3
"Singing","Extra.Variable.293",9.1
"Singing","Extra.Variable.294",3.7
"Singing","Extra.Variable.295",0.7
"Singing","Extra.Variable.296",6
"Singing","Extra.Variable.297",1.3
"Singing","Extra.Variable.298",8
"Singing","Extra.Variable.299",6.5
"Singing","Extra.Variable.300",8.8
"Basketball","Gender..male.",7.9
"Basketball","Gender..female.",1.2
"Basketball","Age",3.9
"Basketball","Education.Level",7.8
"Basketball","Student.Status",4.2
"Basketball","Employment.Status",9.7
"Basketball","Occupation.Type",7.4
"Basketball","Income.Level",0.3
"Basketball","Living.Situation",8.8
"Basketball","Relationship.Status",1.1
"Basketball","Parental.Status",1.5
"Basketball","Urban.Environment",7.4
"Basketball","Rural.Environment",8.7
"Basketball","Suburban.Environment",5.4
"Basketball","Region..Geography.",3
"Basketball","Cultural.Ethnic.Background",3.6
"Basketball","Religious.Beliefs",3.5
"Basketball","Physical.Health.Status",3.3
"Basketball","Disability.Status",2.5
"Basketball","Mental.Health.Condition",6.1
"Basketball","Body.Image.Self.Consciousness",9
"Basketball","Language.Fluency",3.1
"Basketball","Generation.Identity",1.9
"Basketball","Parental.Encouragement",8.4
"Basketball","Family.Tradition",7.4
"Basketball","Peer.Economic.Status",9.3
"Basketball","Financial.Independence",1.7
"Basketball","Living.Expenses",1.5
"Basketball","Student.Loan.Burden",5.5
"Basketball","Rent.Burden",6.2
"Basketball","Openness.to.Experience",4.9
"Basketball","Conscientiousness",6
"Basketball","Extraversion",1.9
"Basketball","Introversion",4.8
"Basketball","Agreeableness",6.6
"Basketball","Neuroticism",4.4
"Basketball","Sensation.Seeking",6.8
"Basketball","Need.for.Novelty",4.6
"Basketball","Competitiveness",3.4
"Basketball","Creativity..Trait.",3.1
"Basketball","Curiosity",4.2
"Basketball","Patience",0.3
"Basketball","Attention.Span",6.7
"Basketball","Detail.Orientedness",8.5
"Basketball","Impulsivity",3.6
"Basketball","Self.Discipline",0.6
"Basketball","Self.Esteem",9.9
"Basketball","Shyness",2.7
"Basketball","Independence",1.4
"Basketball","Empathy",3.8
"Basketball","Analytical.Thinking",7.4
"Basketball","Playfulness",3
"Basketball","Workaholic.Attitude",5.8
"Basketball","Thrill.Seeking",4.2
"Basketball","Flexibility..Cognitive.",1.3
"Basketball","Perfectionism",3.4
"Basketball","Flow.Proneness",7.3
"Basketball","Optimism",6.2
"Basketball","Resilience",1.3
"Basketball","Assertiveness",1.7
"Basketball","Intrinsic.Motivation",6.4
"Basketball","Extrinsic.Motivation",8.2
"Basketball","Achievement.Drive",3.6
"Basketball","Desire.for.Recognition",6
"Basketball","Desire.for.Mastery",1.8
"Basketball","Desire.for.Relaxation",3.2
"Basketball","Social.Connection.Need",0.3
"Basketball","Creative.Expression.Need",7.7
"Basketball","Escapism",4.1
"Basketball","Boredom.Avoidance",8.2
"Basketball","Health.Consciousness",7.1
"Basketball","Personal.Growth",8.3
"Basketball","Identity.Expression",2.9
"Basketball","Fun.Orientation",1.9
"Basketball","Altruism",9.7
"Basketball","Therapeutic.Need",7.2
"Basketball","Habit.Strength",8.4
"Basketball","Peer.Approval",0.2
"Basketball","Obligation.Commitment",3.6
"Basketball","Curiosity.Driven.Exploration",7.5
"Basketball","Challenge.Seeking",0.9
"Basketball","Fear.of.Missing.Out",5.7
"Basketball","Self.Efficacy",4.3
"Basketball","Desire.for.Prestige",0.3
"Basketball","Perceived.Time.Value",2.4
"Basketball","Desire.for.Autonomy",2.9
"Basketball","Desire.for.Belonging",1.2
"Basketball","Desire.for.Exploration",6.4
"Basketball","Value.Congruence",2.5
"Basketball","Need.for.Feedback",2.8
"Basketball","Peer.Influence",9
"Basketball","Friends..Participation",4.7
"Basketball","Family.Support",4
"Basketball","Partner.Support",7.3
"Basketball","Social.Norms",9.1
"Basketball","Peer.Competition",0.3
"Basketball","Mentorship.Presence",4.5
"Basketball","Role.Models",6.1
"Basketball","Club.Group.Access",3.3
"Basketball","Sense.of.Community",7.7
"Basketball","Inclusivity.of.Community",9.7
"Basketball","Social.Recognition",9.4
"Basketball","Social.Media.Trends",2.7
"Basketball","Celebrity.Endorsement",2.3
"Basketball","Cultural.Stigma",9.6
"Basketball","Networking.Opportunities",4.6
"Basketball","Team.Dynamics",2.2
"Basketball","Event.Frequency",7.1
"Basketball","Friends..Judgment",2.9
"Basketball","Preferred.Group.Size",2.7
"Basketball","Time.with.Family",8.8
"Basketball","Age.of.Peers",1.7
"Basketball","Representation.in.Media",0.7
"Basketball","Workplace.Culture",2.8
"Basketball","School.Culture",6.1
"Basketball","Hobby.Popularity.in.Area",1.3
"Basketball","Encouragement.from.Others",4.8
"Basketball","Gift.Culture",6.3
"Basketball","Family.Hobby.Culture",8.5
"Basketball","Cultural.Tradition",2.4
"Basketball","Access.to.Facilities",8.2
"Basketball","Home.Space.Availability",2.4
"Basketball","Environmental.Proximity",6.8
"Basketball","Climate.Suitability",4.4
"Basketball","Urban.Infrastructure",1.2
"Basketball","Neighborhood.Safety",7.2
"Basketball","Local.Classes",2.3
"Basketball","Internet.Access",1.8
"Basketball","Free.Time",3.6
"Basketball","Schedule.Flexibility",6.6
"Basketball","Transportation.Access",2.4
"Basketball","Noise.Constraints",1.9
"Basketball","Light.Pollution",0.2
"Basketball","Air.Quality",4.8
"Basketball","Cost.of.Local.Access",4.3
"Basketball","Rental.Options",2.4
"Basketball","Supply.Store.Access",0.6
"Basketball","Resource.Competition",4.3
"Basketball","Supportive.Employer",7.9
"Basketball","Legal.Barriers",7.2
"Basketball","Public.Health.Concern",8.6
"Basketball","Home.Supportiveness",0.2
"Basketball","Workload",9.7
"Basketball","Relocation.Frequency",3.5
"Basketball","Insurance.Availability",9.9
"Basketball","Physical.Risk.Level",2.6
"Basketball","Weather.Conditions",4.8
"Basketball","Accessibility.for.Disabilities",3.6
"Basketball","COVID.Impact",3.6
"Basketball","Commuting.Distance",8.4
"Basketball","Disposable.Income",7.5
"Basketball","Startup.Costs",9.9
"Basketball","Ongoing.Costs",6.2
"Basketball","Ability.to.Monetize",4.7
"Basketball","Perceived.Value",1
"Basketball","Opportunity.Cost",10
"Basketball","Work.Hours",5.6
"Basketball","Job.Demands",7
"Basketball","Financial.Stress",4.1
"Basketball","Socioeconomic.Status",5.5
"Basketball","Parental.Financial.Support",9.4
"Basketball","Frugality.Mindset",1.7
"Basketball","Access.to.Credit",3
"Basketball","Economic.Climate",1.6
"Basketball","Used.Gear.Market",7.9
"Basketball","Resale.Value",0.7
"Basketball","Living.Cost.Burden",0.9
"Basketball","Transportation.Cost",3.1
"Basketball","Marketplace.Strength",5.2
"Basketball","Recession.Sensitivity",4.1
"Basketball","Equipment.Quality",0.5
"Basketball","Free.Alternatives",9.6
"Basketball","Scholarship.Availability",9.5
"Basketball","Workplace.Perks",2.9
"Basketball","Debt.Burden",7.3
"Basketball","Class.Based.Identity",5.8
"Basketball","Hobby.Affordability",2.5
"Basketball","Hobby.Elitism",2.7
"Basketball","Low.Cost.Hacks",5
"Basketball","Hobby.Inflation.Risk",4.3
"Basketball","Physical.Strength",3
"Basketball","Flexibility",8.1
"Basketball","Hand.Eye.Coordination",4.9
"Basketball","Fine.Motor.Skills",6.6
"Basketball","Artistic.Talent",2
"Basketball","Musical.Ability",5.4
"Basketball","Strategic.Thinking",3.2
"Basketball","Logical.Reasoning",5.3
"Basketball","Public.Speaking",7.8
"Basketball","Writing.Skill",7.7
"Basketball","Technical.Skill",3.6
"Basketball","Cooking.Skill",7
"Basketball","Subject.Knowledge",9.4
"Basketball","Learning.Aptitude",6.3
"Basketball","Memory.Retention",1.6
"Basketball","Spatial.Skills",6.8
"Basketball","Creative.Fluency",1.1
"Basketball","Tolerance.for.Repetition",8.7
"Basketball","Singing.Ability",5.2
"Basketball","Rhythm.Sense",3.9
"Basketball","Teamwork.Skills",0.7
"Basketball","Stress.Tolerance",3.9
"Basketball","Adaptability",9
"Basketball","Hobby.Specific.Training",0.3
"Basketball","Hand.Stability",4.8
"Basketball","Focus.Consistency",9.3
"Basketball","Endurance",4
"Basketball","Gaming.Reflexes",4.3
"Basketball","Problem.Solving",5.8
"Basketball","Pattern.Recognition",4.7
"Basketball","Current.Stress.Level",1.8
"Basketball","Anxiety.Level",0.3
"Basketball","Mood.Depression",6.1
"Basketball","Baseline.Happiness",9.2
"Basketball","Resilience.to.Failure",1.2
"Basketball","Energy.Level",2.2
"Basketball","Mental.Fatigue",3.8
"Basketball","Focus.Ability",8.1
"Basketball","Desire.for.Solitude",2.8
"Basketball","Outlet.for.Emotion",8.8
"Basketball","Anger.Management",0.6
"Basketball","Life.Satisfaction",9.4
"Basketball","Burnout.Level",5.7
"Basketball","Boredom.Proneness",6.6
"Basketball","Need.for.Meaning",3.7
"Basketball","Gratification.Preference",7.8
"Basketball","Process.Orientation",1.7
"Basketball","Therapeutic.Value",0.6
"Basketball","Coping.Strategy.Need",4
"Basketball","Motivational.Burnout",8.6
"Basketball","Self.Awareness",7.6
"Basketball","Restlessness",5.2
"Basketball","Confidence.in.Hobby",5.8
"Basketball","Perfection.Pressure",1.4
"Basketball","Peer.Comparison.Anxiety",8.4
"Basketball","Fear.of.Judgment",7.9
"Basketball","Emotional.Reward",6.6
"Basketball","Social.Energy",4.7
"Basketball","Resonance.with.Identity",9.6
"Basketball","Passion.Intensity",8.8
"Basketball","Trendiness",6.5
"Basketball","Media.Exposure",3.8
"Basketball","Nostalgia",6.2
"Basketball","Early.Success",5.8
"Basketball","Beginner.Resources",4
"Basketball","Advanced.Challenges",3.1
"Basketball","Hobby.Evolution",4.1
"Basketball","Safety.Measures",5.8
"Basketball","Competition.Outcome",4.3
"Basketball","Awards",2.7
"Basketball","Peer.Accountability",7.6
"Basketball","Multiple.Hobbies",5.4
"Basketball","External.Obligations",0.8
"Basketball","Housing.Stability",3.7
"Basketball","Family.Expectations",8.9
"Basketball","Work.Life.Balance",7.6
"Basketball","Routine.Integration",3.3
"Basketball","Cleanup.Effort",9.4
"Basketball","Focus.Intensity",0.9
"Basketball","Portability",9.6
"Basketball","Climate.Change.Awareness",2.5
"Basketball","Social.Perception",0.2
"Basketball","Support.System",4.4
"Basketball","Lifestyle.Fit",3.7
"Basketball","Technology.Enhancement",5.4
"Basketball","Goal.Alignment",8
"Basketball","Identity.Fulfillment",8.4
"Basketball","Cognitive.Load",4.1
"Basketball","Self.Reflection",4.4
"Basketball","Skill.Reinforcement",1.6
"Basketball","Extra.Variable.271",0.6
"Basketball","Extra.Variable.272",6.4
"Basketball","Extra.Variable.273",0.7
"Basketball","Extra.Variable.274",7.4
"Basketball","Extra.Variable.275",5.4
"Basketball","Extra.Variable.276",2.1
"Basketball","Extra.Variable.277",5.4
"Basketball","Extra.Variable.278",1.9
"Basketball","Extra.Variable.279",4.4
"Basketball","Extra.Variable.280",8
"Basketball","Extra.Variable.281",4.7
"Basketball","Extra.Variable.282",1.6
"Basketball","Extra.Variable.283",7.3
"Basketball","Extra.Variable.284",1.9
"Basketball","Extra.Variable.285",7.4
"Basketball","Extra.Variable.286",4.8
"Basketball","Extra.Variable.287",4.6
"Basketball","Extra.Variable.288",8.5
"Basketball","Extra.Variable.289",7.1
"Basketball","Extra.Variable.290",0.4
"Basketball","Extra.Variable.291",3
"Basketball","Extra.Variable.292",8.7
"Basketball","Extra.Variable.293",0.3
"Basketball","Extra.Variable.294",5.5
"Basketball","Extra.Variable.295",7.3
"Basketball","Extra.Variable.296",6.3
"Basketball","Extra.Variable.297",7.6
"Basketball","Extra.Variable.298",7.3
"Basketball","Extra.Variable.299",7
"Basketball","Extra.Variable.300",8.2
"Soccer","Gender..male.",6.5
"Soccer","Gender..female.",4.1
"Soccer","Age",4.8
"Soccer","Education.Level",7.2
"Soccer","Student.Status",8.8
"Soccer","Employment.Status",2.8
"Soccer","Occupation.Type",3.5
"Soccer","Income.Level",9.3
"Soccer","Living.Situation",5.8
"Soccer","Relationship.Status",1.9
"Soccer","Parental.Status",6.7
"Soccer","Urban.Environment",9.9
"Soccer","Rural.Environment",8.3
"Soccer","Suburban.Environment",7.5
"Soccer","Region..Geography.",2.2
"Soccer","Cultural.Ethnic.Background",8.8
"Soccer","Religious.Beliefs",5.3
"Soccer","Physical.Health.Status",8.9
"Soccer","Disability.Status",3.4
"Soccer","Mental.Health.Condition",0.7
"Soccer","Body.Image.Self.Consciousness",4.8
"Soccer","Language.Fluency",2.8
"Soccer","Generation.Identity",7.2
"Soccer","Parental.Encouragement",9.6
"Soccer","Family.Tradition",6.9
"Soccer","Peer.Economic.Status",8.9
"Soccer","Financial.Independence",4.6
"Soccer","Living.Expenses",7.7
"Soccer","Student.Loan.Burden",8.4
"Soccer","Rent.Burden",7.1
"Soccer","Openness.to.Experience",5.1
"Soccer","Conscientiousness",6.3
"Soccer","Extraversion",7
"Soccer","Introversion",2.6
"Soccer","Agreeableness",8.1
"Soccer","Neuroticism",9.5
"Soccer","Sensation.Seeking",4.7
"Soccer","Need.for.Novelty",7
"Soccer","Competitiveness",7.4
"Soccer","Creativity..Trait.",6.7
"Soccer","Curiosity",5.5
"Soccer","Patience",8.8
"Soccer","Attention.Span",4.5
"Soccer","Detail.Orientedness",0.7
"Soccer","Impulsivity",8.5
"Soccer","Self.Discipline",6.8
"Soccer","Self.Esteem",8.5
"Soccer","Shyness",1.5
"Soccer","Independence",0.4
"Soccer","Empathy",9.4
"Soccer","Analytical.Thinking",1.6
"Soccer","Playfulness",8.1
"Soccer","Workaholic.Attitude",8.2
"Soccer","Thrill.Seeking",7.1
"Soccer","Flexibility..Cognitive.",1.4
"Soccer","Perfectionism",6.7
"Soccer","Flow.Proneness",8.9
"Soccer","Optimism",4.3
"Soccer","Resilience",4.2
"Soccer","Assertiveness",4.5
"Soccer","Intrinsic.Motivation",0.9
"Soccer","Extrinsic.Motivation",8.9
"Soccer","Achievement.Drive",8.7
"Soccer","Desire.for.Recognition",10
"Soccer","Desire.for.Mastery",5.9
"Soccer","Desire.for.Relaxation",7.5
"Soccer","Social.Connection.Need",2.1
"Soccer","Creative.Expression.Need",6.7
"Soccer","Escapism",6.5
"Soccer","Boredom.Avoidance",9
"Soccer","Health.Consciousness",8.3
"Soccer","Personal.Growth",9.4
"Soccer","Identity.Expression",8.7
"Soccer","Fun.Orientation",8.7
"Soccer","Altruism",0.7
"Soccer","Therapeutic.Need",8.5
"Soccer","Habit.Strength",6.1
"Soccer","Peer.Approval",3.9
"Soccer","Obligation.Commitment",0.7
"Soccer","Curiosity.Driven.Exploration",6.8
"Soccer","Challenge.Seeking",3.3
"Soccer","Fear.of.Missing.Out",4.7
"Soccer","Self.Efficacy",6.8
"Soccer","Desire.for.Prestige",9.1
"Soccer","Perceived.Time.Value",8.3
"Soccer","Desire.for.Autonomy",4.6
"Soccer","Desire.for.Belonging",3.9
"Soccer","Desire.for.Exploration",2.5
"Soccer","Value.Congruence",3.8
"Soccer","Need.for.Feedback",1.2
"Soccer","Peer.Influence",9.7
"Soccer","Friends..Participation",5.8
"Soccer","Family.Support",1.4
"Soccer","Partner.Support",3.6
"Soccer","Social.Norms",5.5
"Soccer","Peer.Competition",5.4
"Soccer","Mentorship.Presence",0.5
"Soccer","Role.Models",9.5
"Soccer","Club.Group.Access",2.8
"Soccer","Sense.of.Community",0.3
"Soccer","Inclusivity.of.Community",0.9
"Soccer","Social.Recognition",5.8
"Soccer","Social.Media.Trends",1.5
"Soccer","Celebrity.Endorsement",0.5
"Soccer","Cultural.Stigma",3.9
"Soccer","Networking.Opportunities",6.3
"Soccer","Team.Dynamics",1.2
"Soccer","Event.Frequency",3.2
"Soccer","Friends..Judgment",4.2
"Soccer","Preferred.Group.Size",1.7
"Soccer","Time.with.Family",5.1
"Soccer","Age.of.Peers",0.9
"Soccer","Representation.in.Media",0.6
"Soccer","Workplace.Culture",5.2
"Soccer","School.Culture",2.6
"Soccer","Hobby.Popularity.in.Area",1
"Soccer","Encouragement.from.Others",4.3
"Soccer","Gift.Culture",9.2
"Soccer","Family.Hobby.Culture",7.3
"Soccer","Cultural.Tradition",8.2
"Soccer","Access.to.Facilities",8.7
"Soccer","Home.Space.Availability",9.7
"Soccer","Environmental.Proximity",7.7
"Soccer","Climate.Suitability",6.1
"Soccer","Urban.Infrastructure",3.7
"Soccer","Neighborhood.Safety",1.9
"Soccer","Local.Classes",6.9
"Soccer","Internet.Access",10
"Soccer","Free.Time",4.7
"Soccer","Schedule.Flexibility",7.3
"Soccer","Transportation.Access",5
"Soccer","Noise.Constraints",4.4
"Soccer","Light.Pollution",4.2
"Soccer","Air.Quality",5.1
"Soccer","Cost.of.Local.Access",3.7
"Soccer","Rental.Options",7.5
"Soccer","Supply.Store.Access",8.8
"Soccer","Resource.Competition",8.8
"Soccer","Supportive.Employer",2.4
"Soccer","Legal.Barriers",9
"Soccer","Public.Health.Concern",3.5
"Soccer","Home.Supportiveness",3.2
"Soccer","Workload",7.3
"Soccer","Relocation.Frequency",3.1
"Soccer","Insurance.Availability",0.6
"Soccer","Physical.Risk.Level",3.8
"Soccer","Weather.Conditions",7.2
"Soccer","Accessibility.for.Disabilities",3.3
"Soccer","COVID.Impact",6.3
"Soccer","Commuting.Distance",6.6
"Soccer","Disposable.Income",7.4
"Soccer","Startup.Costs",9
"Soccer","Ongoing.Costs",4.4
"Soccer","Ability.to.Monetize",1.7
"Soccer","Perceived.Value",3.3
"Soccer","Opportunity.Cost",4.4
"Soccer","Work.Hours",7.2
"Soccer","Job.Demands",0.2
"Soccer","Financial.Stress",3.2
"Soccer","Socioeconomic.Status",7.8
"Soccer","Parental.Financial.Support",6.7
"Soccer","Frugality.Mindset",7.3
"Soccer","Access.to.Credit",8.1
"Soccer","Economic.Climate",7.9
"Soccer","Used.Gear.Market",6.9
"Soccer","Resale.Value",4.5
"Soccer","Living.Cost.Burden",9.8
"Soccer","Transportation.Cost",5.7
"Soccer","Marketplace.Strength",2.1
"Soccer","Recession.Sensitivity",3
"Soccer","Equipment.Quality",7
"Soccer","Free.Alternatives",9.3
"Soccer","Scholarship.Availability",1.9
"Soccer","Workplace.Perks",0.9
"Soccer","Debt.Burden",8.8
"Soccer","Class.Based.Identity",9.2
"Soccer","Hobby.Affordability",2.8
"Soccer","Hobby.Elitism",3.8
"Soccer","Low.Cost.Hacks",6.6
"Soccer","Hobby.Inflation.Risk",3.4
"Soccer","Physical.Strength",8.8
"Soccer","Flexibility",1.2
"Soccer","Hand.Eye.Coordination",0.5
"Soccer","Fine.Motor.Skills",2.2
"Soccer","Artistic.Talent",2.9
"Soccer","Musical.Ability",1.2
"Soccer","Strategic.Thinking",0.8
"Soccer","Logical.Reasoning",7.6
"Soccer","Public.Speaking",1.7
"Soccer","Writing.Skill",9.1
"Soccer","Technical.Skill",3.7
"Soccer","Cooking.Skill",6.7
"Soccer","Subject.Knowledge",2.3
"Soccer","Learning.Aptitude",2.5
"Soccer","Memory.Retention",5.8
"Soccer","Spatial.Skills",5.7
"Soccer","Creative.Fluency",7.7
"Soccer","Tolerance.for.Repetition",7.6
"Soccer","Singing.Ability",6.7
"Soccer","Rhythm.Sense",4.5
"Soccer","Teamwork.Skills",8.9
"Soccer","Stress.Tolerance",6.3
"Soccer","Adaptability",9.9
"Soccer","Hobby.Specific.Training",8.2
"Soccer","Hand.Stability",0.5
"Soccer","Focus.Consistency",3.3
"Soccer","Endurance",5.8
"Soccer","Gaming.Reflexes",7.2
"Soccer","Problem.Solving",5.5
"Soccer","Pattern.Recognition",7.9
"Soccer","Current.Stress.Level",2.9
"Soccer","Anxiety.Level",1.9
"Soccer","Mood.Depression",0.6
"Soccer","Baseline.Happiness",5.8
"Soccer","Resilience.to.Failure",6.9
"Soccer","Energy.Level",3.3
"Soccer","Mental.Fatigue",6.2
"Soccer","Focus.Ability",0.6
"Soccer","Desire.for.Solitude",1.1
"Soccer","Outlet.for.Emotion",7
"Soccer","Anger.Management",3.7
"Soccer","Life.Satisfaction",6.7
"Soccer","Burnout.Level",8.3
"Soccer","Boredom.Proneness",8.5
"Soccer","Need.for.Meaning",1.8
"Soccer","Gratification.Preference",4.9
"Soccer","Process.Orientation",7.4
"Soccer","Therapeutic.Value",7.8
"Soccer","Coping.Strategy.Need",7.9
"Soccer","Motivational.Burnout",2.4
"Soccer","Self.Awareness",2
"Soccer","Restlessness",5.9
"Soccer","Confidence.in.Hobby",7.4
"Soccer","Perfection.Pressure",3.3
"Soccer","Peer.Comparison.Anxiety",1.1
"Soccer","Fear.of.Judgment",7.2
"Soccer","Emotional.Reward",3.1
"Soccer","Social.Energy",1.7
"Soccer","Resonance.with.Identity",1.6
"Soccer","Passion.Intensity",3.2
"Soccer","Trendiness",6
"Soccer","Media.Exposure",3.6
"Soccer","Nostalgia",0.3
"Soccer","Early.Success",1.1
